time,strike_price,stock_price,volatility,interest_rate,type_o1,price_o1,delta_o1,gamma_o1,theta_o1,type_o2,price_o2,delta_o2,gamma_o2,theta_o12
0.45999456,33.54807602,72.35767347,0.55380356,0.02927892,call,39.38151257,0.98839827,0.00111606,-1.83699365,put,0.1231138,-0.01160173,0.00111606,-0.86788254
0.17478852,403.5172558,104.0217967,0.87883434,0.04240717,call,0.00216999,0.0002455,0.00002401,-0.101299,put,296.5177014,-0.9997545,0.00002401,16.88435511
1.01768586,253.2890138,410.3228676,0.21276171,0.0413229,call,167.6254872,0.99462691,0.00017504,-10.60489801,put,0.16075067,-0.00537309,0.00017504,-0.56929512
1.96915406,330.2572664,100.5418016,0.55074324,0.09892255,call,5.68220338,0.18395355,0.00342317,-6.5154332,put,176.9435828,-0.81604645,0.00342317,20.37203058
1.66626738,488.5200164,158.9016372,0.75505536,0.09856262,call,19.94699096,0.3097816,0.00227723,-19.27619087,put,275.5767735,-0.6902184,0.00227723,21.58111038
1.83641422,407.6188821,33.23862228,0.86977413,0.04519734,call,0.8368779,0.07120172,0.00347231,-1.52021028,put,342.7503717,-0.92879828,0.00347231,15.43566766
1.17612947,135.5123296,26.16589199,0.71910824,0.06836568,call,0.35136001,0.05307043,0.00529948,-1.00904379,put,99.22822491,-0.94692957,0.00529948,7.53958977
0.03451814,401.4104241,356.6944542,0.21366486,0.06753409,call,0.00767385,0.00188627,0.00042456,-1.27793101,put,43.78898526,-0.99811373,0.00042456,25.76783391
0.47333108,379.3767889,254.5895418,0.73820353,0.07116592,call,21.07814028,0.32092358,0.00276907,-53.21773753,put,133.2989043,-0.67907642,0.00276907,-27.11334521
0.72374546,156.4195538,391.7839115,0.55611921,0.06922322,call,243.8443983,0.98878968,0.00015884,-13.70688029,put,0.83649175,-0.01121032,0.00015884,-3.40812599
1.75880455,239.0704817,422.896389,0.27720137,0.04477886,call,203.6577971,0.97438485,0.00038367,-11.96841852,put,1.725708,-0.02561515,0.00038367,-2.07388923
1.63951052,18.76261041,414.3178026,0.24695405,0.07731198,call,397.788871,1,0,-1.27788441,put,0,0,0,0
1.27298997,317.5367573,376.1528786,0.13093207,0.04840095,call,78.84025195,0.94925491,0.00187804,-15.74403732,put,1.24998352,-0.05074509,0.00187804,-1.29332366
0.20097886,220.3729954,109.4863095,0.22074888,0.02343007,call,0,0,0,0,put,109.8514004,-1,0,5.13909705
1.32296241,274.1688965,496.6383774,0.47206395,0.09660015,call,263.1910519,0.94531788,0.00041064,-31.21301846,put,7.8297486,-0.05468212,0.00041064,-7.90561658
1.96643178,281.4490881,404.4491572,0.67400358,0.07774759,call,214.2394149,0.84564874,0.00062163,-33.03173457,put,51.33778354,-0.15435126,0.00062163,-14.25199756
1.25696092,117.5526224,195.690361,0.87785527,0.07703008,call,110.8726136,0.86613539,0.00112079,-21.05351565,put,21.88664009,-0.13386461,0.00112079,-12.83406768
1.81198061,50.03778918,440.5380988,0.058878,0.07860531,call,397.1429694,1,0,-3.41108757,put,0,0,0,0
1.60108149,411.9186199,380.2621112,0.14129132,0.09954633,call,43.08768045,0.70319167,0.00508951,-29.67505377,put,14.05653376,-0.29680833,0.00508951,5.28869835
0.5300442,470.1246672,496.9649757,0.72987951,0.06742314,call,122.6866505,0.66910015,0.00137286,-104.4607253,put,79.34204672,-0.33089985,0.00137286,-73.87621391
0.49460189,370.7034965,119.7182402,0.58816269,0.08220955,call,0.11003496,0.00760505,0.00042335,-1.11531023,put,236.3244508,-0.99239495,0.00042335,28.14575232
1.24159494,41.75435334,140.886751,0.1777223,0.050951,call,101.6919854,1,0,-1.99701269,put,0,0,0,0
0.52302069,175.6818761,159.9070132,0.49712861,0.04987503,call,18.40570596,0.49626294,0.00693897,-24.96480575,put,29.65704486,-0.50373706,0.00693897,-16.42827737
1.028209,248.5863731,238.4575312,0.94420184,0.06933876,call,89.9621032,0.69487949,0.00153452,-44.14664516,put,82.98506853,-0.30512051,0.00153452,-28.09607357
0.30954009,488.1463773,160.8242201,0.91866102,0.09998626,call,0.86012639,0.0317102,0.00086665,-9.88249942,put,313.3056733,-0.9682898,0.00086665,37.43797599
1.06693852,389.2516764,83.21331558,0.16009023,0.04441781,call,0,0,0,0,put,288.0215968,-1,0,16.48944023
0.77973991,278.8713759,164.9753741,0.68457995,0.0258261,call,14.10840765,0.29707184,0.00347088,-23.03720799,put,122.4447654,-0.70292816,0.00347088,-15.97863263
1.25793132,413.1679543,142.2777979,0.84304767,0.01432768,call,14.25194708,0.2625051,0.00242302,-17.76121847,put,277.7621852,-0.7374949,0.00242302,-11.94721821
0.45782925,75.76277333,331.0702917,0.9919417,0.09511111,call,258.9420697,0.99530721,0.0000615,-10.02857879,put,0.40628499,-0.00469279,0.0000615,-3.12974136
0.02138893,253.5342746,455.9589552,0.8826113,0.01955327,call,202.5307161,0.99999803,0.00000016,-4.96837976,put,0.00002366,-0.00000197,0.00000016,-0.01302962
1.98340206,180.734837,471.7322569,0.12212949,0.081244,call,317.8955866,1,0,-12.49830597,put,0,0,0,0
1.9385988,86.35929654,432.4078577,0.24882564,0.04431509,call,353.1578745,0.9999998,0.00000001,-3.51200677,put,0.00000579,-0.0000002,0.00000001,-0.00003616
0.45305892,379.6236671,485.3168715,0.0741556,0.07352475,call,118.130564,0.99999999,0,-26.99728147,put,0.00000004,-0.00000001,0,-0.00000118
1.91419706,372.9290556,298.9090113,0.66921218,0.01919088,call,89.25847964,0.60397855,0.00139225,-29.60610607,put,149.8275061,-0.39602145,0.00139225,-22.70740769
0.72978893,262.6189261,243.5275887,0.90212181,0.03416804,call,68.79511153,0.62542216,0.00201974,-51.59431901,put,81.41889734,-0.37457784,0.00201974,-42.84212949
1.30599136,370.3735045,487.9441943,0.93090396,0.0516847,call,247.7083044,0.80358987,0.00053346,-62.49648074,put,105.9625721,-0.19641013,0.00053346,-44.60331809
0.16587026,251.0018477,74.04879794,0.54878737,0.00593466,call,0.00000013,0.00000005,0.00000002,-0.00001243,put,176.7060894,-0.99999995,0.00000002,1.48813215
0.6965169,197.6951614,69.88094333,0.13064983,0.04467306,call,0,0,0,0,put,121.7575436,-1,0,8.56107688
0.58361511,100.3049051,308.2805615,0.93130729,0.0852516,call,215.2580869,0.97745445,0.00024429,-17.40620194,put,2.41396544,-0.02254555,0.00024429,-9.27009273
0.7692314,474.6892514,465.1559638,0.98753298,0.04319045,call,157.8452656,0.67292242,0.00089567,-101.1992257,put,151.8668425,-0.32707758,0.00089567,-81.36714232
0.31036108,6.77963236,441.324966,0.16543376,0.0958968,call,434.7441402,1,0,-0.63108014,put,0,0,0,0
1.57280886,0.50750245,339.0204045,0.51388392,0.04920667,call,338.5506976,1,0,-0.02311271,put,0,0,0,0
1.61453068,75.29079097,347.422324,0.05775359,0.07696109,call,280.928984,1,0,-5.11739975,put,0,0,0,0
1.56574396,491.6279411,19.06712941,0.59046604,0.05081162,call,0.00012187,0.00004405,0.00001297,-0.00085874,put,434.9634259,-0.99995595,0.00001297,23.06916202
0.85655544,480.4688758,229.5090443,0.02106752,0.02933826,call,0,0,0,0,put,239.0361701,-1,0,13.74630123
0.98196914,469.2255741,74.79393777,0.29197597,0.07870892,call,0,0,0,-0.00000011,put,359.5314032,-1,0,34.18528001
0.07354058,24.0938707,348.2010066,0.34875683,0.07806567,call,324.2450624,1,0,-1.87013684,put,0,0,0,0
1.3647604,236.4487848,95.35312442,0.59627141,0.08031849,call,5.95057896,0.21241707,0.00436819,-8.20927357,put,122.4978075,-0.78758293,0.00436819,8.81024347
0.53241373,386.216502,184.126634,0.81021438,0.02000892,call,7.9450546,0.17375841,0.00235741,-26.71362955,put,205.9423862,-0.82624159,0.00235741,-19.06774072
0.45323638,401.0552806,307.696194,0.11818789,0.02159649,call,0.00500672,0.00076875,0.00010798,-0.0764032,put,89.45758866,-0.99923125,0.00010798,8.50061536
0.90451069,271.2744413,425.0892648,0.88346111,0.03759391,call,209.9024527,0.84017175,0.00068074,-53.54078243,put,47.01826034,-0.15982825,0.00068074,-43.68346947
1.94578837,415.752104,342.185062,0.11778559,0.06790105,call,13.72713397,0.38248625,0.00678581,-13.46647695,put,35.83857682,-0.61751375,0.00678581,11.26963741
0.14710836,236.3964001,53.07195647,0.10207492,0.07486746,call,0,0,0,0,put,180.7351462,-1,0,17.50454439
1.45469362,80.73053388,99.43066331,0.37826831,0.00367788,call,27.48982668,0.75694364,0.0069002,-5.05629645,put,8.35892725,-0.24305636,0.0069002,-4.76096369
1.45210386,242.0140416,80.46349853,0.6040953,0.05760001,call,3.42547014,0.15060442,0.00399128,-5.21580091,put,145.5570989,-0.84939558,0.00399128,7.60568101
1.2660055,491.4715391,29.9169833,0.60510125,0.09862512,call,0.00072102,0.00016713,0.00003145,-0.00557531,put,403.8665974,-0.99983287,0.00003145,42.77631182
1.10334171,272.432497,178.6906223,0.78862123,0.03923596,call,36.24825954,0.48298188,0.00269271,-28.70021121,put,118.447985,-0.51701812,0.00269271,-18.46392813
1.37057017,444.8414189,447.3101252,0.15252057,0.04752898,call,48.36649329,0.68619555,0.00444042,-22.62383295,put,17.84368032,-0.31380445,0.00444042,-2.81435545
0.91446346,369.6102546,246.9574028,0.31406456,0.03216967,call,4.53863092,0.13686666,0.00295499,-9.82941489,put,116.4766691,-0.86313334,0.00295499,1.71613358
1.89285763,181.8219284,67.22555173,0.18939274,0.02766877,call,0.00101268,0.00024411,0.0000521,-0.0046488,put,105.3198882,-0.99975589,0.0000521,4.76944304
1.85147045,290.4392409,274.5360565,0.10699499,0.02042738,call,13.64725634,0.47838085,0.00996668,-6.70378687,put,18.77095711,-0.52161915,0.00996668,-0.99107091
0.25619994,175.5649982,270.0959684,0.99673424,0.07080369,call,108.612858,0.87328254,0.00152512,-64.27774222,put,10.92586747,-0.12671746,0.00152512,-52.07055047
0.05409683,268.4534962,60.95589231,0.73533389,0.06216863,call,0,0,0,0,put,206.5962776,-1,0,16.63335065
1.86076129,496.295198,134.2002686,0.82659552,0.04427881,call,17.74085164,0.30047439,0.0022994,-15.14734913,put,340.5841008,-0.69952561,0.0022994,5.08999394
1.28438659,162.8281124,209.8068829,0.65630616,0.01531552,call,82.03839914,0.77009328,0.00194535,-19.66060456,put,31.88792724,-0.22990672,0.00194535,-17.2153841
1.4809073,466.1025794,253.1084826,0.23829229,0.08025083,call,1.7206318,0.0604785,0.00163311,-4.06079221,put,162.4861972,-0.9395215,0.00163311,29.15294412
1.13312352,80.86117881,274.2225829,0.37353589,0.01604802,call,194.8330071,0.99954306,0.00001499,-1.35068964,put,0.01448013,-0.00045694,0.00001499,-0.07641138
1.6991545,132.3958746,313.3185242,0.35591238,0.09775552,call,201.5831658,0.99279269,0.00013756,-11.55728127,put,0.39866044,-0.00720731,0.00013756,-0.59556196
0.41410759,234.9413535,335.9731475,0.13017171,0.0914197,call,109.7598592,0.99999905,0.00000017,-20.68048213,put,0.00000525,-0.00000095,0.00000017,-0.00013027
1.43093738,478.0988138,114.3510407,0.62060469,0.05243301,call,2.12063339,0.07287337,0.00163123,-4.4334094,put,331.310076,-0.92712663,0.00163123,18.82275367
1.20674685,394.3629193,188.2642497,0.6281123,0.0164491,call,13.74839437,0.24262781,0.00240735,-17.35661451,put,212.0961826,-0.75737219,0.00240735,-10.99719561
1.8555708,189.6832695,40.82801719,0.91118271,0.0294832,call,5.31382984,0.28338508,0.00668125,-4.80778945,put,144.0706118,-0.71661492,0.00668125,0.48694495
0.67359754,59.35727479,358.7057608,0.5589415,0.02803483,call,300.4594268,0.99998617,0.00000037,-1.64023251,put,0.0005442,-0.00001383,0.00000037,-0.00729131
1.47226949,65.02255894,311.5531136,0.69913568,0.09533336,call,255.9064837,0.99258728,0.00007755,-6.92455113,put,0.8611245,-0.00741272,0.00007755,-1.5374771
1.66045961,184.388359,472.5579213,0.74557429,0.03062216,call,317.4174634,0.93484362,0.0002798,-21.17430734,put,20.10670363,-0.06515638,0.0002798,-15.8078616
0.05472121,398.3513965,489.6902524,0.34602739,0.00107852,call,91.42340233,0.99522297,0.00035026,-5.45536602,put,0.06103729,-0.00477703,0.00035026,-5.02576225
0.64358762,135.715028,24.10130232,0.02390715,0.06558922,call,0,0,0,0,put,106.0040984,-1,0,8.53351136
0.12939285,412.6917171,287.3650189,0.38690197,0.06136595,call,0.08332337,0.00667944,0.00046749,-3.00210061,put,122.1460948,-0.99332056,0.00046749,22.12282294
1.19889205,455.6085998,371.0435002,0.34937217,0.03406871,call,33.64557513,0.40568076,0.00273173,-26.93463529,put,99.97639712,-0.59431924,0.00273173,-12.03385608
1.52429677,61.26760612,470.2032274,0.07946885,0.04021528,call,412.5785309,1,0,-2.31739327,put,0,0,0,0
0.15776559,373.0545507,137.95979,0.38527499,0.06496385,call,0,0,0,-0.00000005,put,231.290829,-1,0,23.987941
1.88031636,255.3162913,220.279277,0.47457512,0.09345448,call,58.51917136,0.64378185,0.00260025,-21.99238198,put,52.41183425,-0.35621815,0.00260025,-1.97705504
0.51221915,316.6814547,359.2787004,0.62524125,0.03794751,call,86.69818052,0.70856778,0.00213406,-60.21401732,put,38.00489531,-0.29143222,0.00213406,-48.42807422
1.69518862,286.4346331,298.404563,0.24691695,0.04431371,call,54.66766751,0.69907946,0.00362937,-16.67344989,put,21.96905879,-0.30092054,0.00362937,-4.89903422
0.84927923,208.0526117,267.8703027,0.83098383,0.03243181,call,107.2395759,0.77303065,0.00146924,-39.63730941,put,41.76955461,-0.22696935,0.00146924,-33.07310239
1.87720528,268.8035475,187.7428507,0.3457742,0.03901325,call,16.96324356,0.35713504,0.00419459,-10.79239071,put,79.04146059,-0.64286496,0.00419459,-1.04605963
1.58329688,277.2910175,108.7958752,0.61604003,0.02048645,call,7.5902464,0.21841737,0.00349642,-8.18434239,put,167.2354471,-0.78158263,0.00349642,-2.68493874
1.45918263,150.1905669,205.0810412,0.86519938,0.02294293,call,103.1570468,0.80307249,0.00129403,-21.78225383,put,43.32173732,-0.19692751,0.00129403,-18.4498912
0.34987723,179.4560865,84.96526894,0.03722677,0.0080552,call,0,0,0,0,put,93.98576292,-1,0,1.44148643
1.22524494,363.4921371,490.2798717,0.43439255,0.07141835,call,180.0311934,0.85191816,0.00098057,-39.21073497,put,22.78802019,-0.14808184,0.00098057,-15.4258024
0.40238341,81.76727451,267.687294,0.40759897,0.09232886,call,188.9020759,0.99999941,0.00000004,-7.27439036,put,0.00000812,-0.00000059,0.00000004,-0.00023996
0.7333428,268.095307,237.8966926,0.15859035,0.09541786,call,8.03346908,0.38330505,0.01181575,-16.34366615,put,20.11368394,-0.61669495,0.01181575,7.50859427
0.89901868,177.921392,51.88722268,0.13640368,0.00243569,call,0,0,0,0,put,125.644995,-1,0,0.43241409
0.69759603,17.21283951,187.3157172,0.68961918,0.06382127,call,170.8524898,0.99999675,0.00000014,-1.05184826,put,0.00008022,-0.00000325,0.00000014,-0.00113904
1.01384157,347.3314483,315.4167908,0.7291054,0.0504953,call,85.31022195,0.62001144,0.0016443,-49.04847341,put,99.89099538,-0.37998856,0.0016443,-32.38514774
1.28190564,361.7107725,497.0781717,0.43301145,0.00608918,call,169.0743767,0.81845348,0.00108253,-26.52382139,put,30.89454173,-0.18154652,0.00108253,-24.33842385
1.72097279,53.67355928,18.5159444,0.16362647,0.05069154,call,0.00000345,0.00000441,0.00000516,-0.00002763,put,30.67363519,-0.99999559,0.00000516,2.49346793
1.24433162,444.3184708,56.71186762,0.44304402,0.01625303,call,0.00030776,0.00005283,0.00000774,-0.00248756,put,378.711201,-0.99994717,0.00000774,7.07445154
1.82340688,53.55303572,39.92356214,0.92063845,0.00477277,call,15.57253115,0.65259298,0.00744262,-5.07729987,put,28.73797105,-0.34740702,0.00744262,-4.82391844
1.01033969,252.0012847,332.8138303,0.93445428,0.06169322,call,157.0778399,0.79733222,0.00090273,-50.33651279,put,61.03729351,-0.20266778,0.00090273,-35.72920625
1.90603328,375.8900896,348.0217673,0.42903438,0.08245366,call,92.02118049,0.66692501,0.0017633,-31.20631633,put,65.22298348,-0.33307499,0.0017633,-4.72025653
1.39209853,447.3634146,181.4097343,0.15851355,0.08058205,call,0.00012795,0.00001793,0.0000023,-0.00120199,put,218.4818363,-0.99998207,0.0000023,32.22287077
0.15720189,122.5263904,338.6394759,0.84044768,0.04742502,call,217.0428176,0.99940185,0.00001859,-6.50989407,put,0.01965752,-0.00059815,0.00001859,-0.74223829
0.99415475,264.5972146,103.3894579,0.36159424,0.08588251,call,0.16802356,0.01428637,0.00097423,-0.79323628,put,139.7218984,-0.98571363,0.00097423,20.0713474
1.98894648,142.8551188,285.240501,0.90028423,0.06959134,call,193.9336599,0.90121071,0.00048029,-20.22951595,put,33.08262616,-0.09878929,0.00048029,-11.57308614
1.7819431,418.3383264,66.18078808,0.90404975,0.05681535,call,5.57716754,0.20028204,0.00350829,-6.71555218,put,317.4548175,-0.79971796,0.00350829,14.76396943
1.63049441,221.5023397,70.79210434,0.87702018,0.02371185,call,10.70561893,0.33573806,0.00459934,-9.17422479,put,153.0155539,-0.66426194,0.00459934,-4.12118062
0.05422549,339.6072128,410.3952517,0.6411347,0.08095881,call,74.81596242,0.91499991,0.00253969,-112.2571665,put,2.540305,-0.08500009,0.00253969,-84.88340704
1.71115587,66.97716377,68.49713663,0.54984919,0.08035066,call,23.29840764,0.7197127,0.00683596,-6.93753737,put,13.1746074,-0.2802873,0.00683596,-2.2472012
0.16226435,21.37708758,211.4753954,0.89496792,0.04646452,call,190.2588751,1,0,-0.98581552,put,0,0,0,-0.00000004
1.09177786,465.3945783,485.6400736,0.51835629,0.04220426,call,121.1640754,0.66803873,0.00138008,-52.30655187,put,79.96082926,-0.33196127,0.00138008,-33.54942444
1.56757651,225.2606275,241.1367062,0.00077358,0.05662548,call,35.00953624,1,0,-11.6720494,put,0,0,0,0
1.79038823,39.08666118,261.0980903,0.18219051,0.01083449,call,222.7623232,1,0,-0.41534832,put,0,0,0,0
0.24999116,253.033365,355.5962343,0.05203342,0.0308184,call,104.5048309,1,0,-7.73823582,put,0,0,0,0
0.32794146,443.4238027,231.3753989,0.21819613,0.01239483,call,0.00000082,0.00000016,0.00000003,-0.00003787,put,210.2496436,-0.99999984,0.00000003,5.47382858
1.55594153,218.4409247,28.34301447,0.19400612,0.03569049,call,0,0,0,0,put,178.2980487,-1,0,7.37512093
1.74119102,488.5245609,186.860868,0.44270579,0.07895245,call,5.7368913,0.1318469,0.00195695,-8.18823437,put,244.6541824,-0.8681531,0.00195695,25.42799305
0.03697752,69.28748888,161.0040597,0.25964959,0.03878393,call,91.81586715,1,0,-2.68338987,put,0,0,0,0
0.43894114,175.6130098,231.7408184,0.89036507,0.03141935,call,81.63164703,0.78479041,0.00213864,-48.67425273,put,23.09854041,-0.21520959,0.00213864,-43.23217886
0.01239983,257.6082619,221.1826389,0.71838745,0.04864577,call,0.21187974,0.03156985,0.00401142,-50.96872884,put,36.48216059,-0.96843015,0.00401142,-38.44473413
0.06091619,79.83415208,352.6066034,0.25170127,0.01716547,call,272.8558867,1,0,-1.36895825,put,0,0,0,0
1.52903781,99.44261663,447.8681344,0.42590269,0.07407096,call,359.10379,0.99957486,0.00000648,-6.67868905,put,0.03004451,-0.00042514,0.00000648,-0.1016033
1.95126544,477.8548049,349.9871908,0.89643068,0.04116229,call,142.6310059,0.67059383,0.00082574,-44.42973542,put,233.6189022,-0.32940617,0.00082574,-26.27819216
1.47590056,226.6516636,185.2979742,0.54970892,0.02801937,call,38.03405569,0.53751867,0.00320961,-18.37562587,put,70.20599665,-0.46248133,0.00320961,-12.28225676
1.21166329,169.599974,432.6946665,0.51118247,0.01105393,call,268.1169086,0.97556033,0.00023553,-7.46371793,put,2.76579898,-0.02443967,0.00023553,-5.61391362
0.53740233,156.6705874,6.22680064,0.67439675,0.00614601,call,0,0,0,0,put,149.927176,-1,0,0.9597243
1.92431867,171.905943,467.8502504,0.79155993,0.04649913,call,333.5119931,0.93850119,0.0002364,-21.11928069,put,22.85379796,-0.06149881,0.0002364,-13.80998686
1.9965849,229.2220042,310.5163928,0.59490766,0.07859178,call,150.9108291,0.83349661,0.0009566,-24.80207064,put,36.32803755,-0.16650339,0.0009566,-9.40330107
1.21779792,361.4509943,199.4190076,0.72538492,0.06653098,call,31.11422417,0.40459058,0.00242731,-28.69383437,put,165.0159458,-0.59540942,0.00242731,-6.51767847
0.62894591,372.8737751,358.8248813,0.02208228,0.05445498,call,1.83530189,0.40960058,0.06184892,-9.8451513,put,3.32976965,-0.59039942,0.06184892,9.77603279
0.16872427,305.8378613,402.5968033,0.56073013,0.02122268,call,102.2755829,0.90727353,0.00179043,-51.20338166,put,4.42346092,-0.09272647,0.00179043,-44.73588345
1.32945066,332.6705113,183.8326708,0.25755668,0.07739158,call,1.42504055,0.06650586,0.00236416,-3.48585493,put,117.7369386,-0.93349414,0.00236416,19.7428081
0.38845444,225.3482603,34.99864309,0.29923012,0.01716132,call,0,0,0,0,put,188.8523538,-1,0,3.84157853
1.24965092,342.8007051,356.9962766,0.05581684,0.08381412,call,48.35327984,0.99086477,0.00110553,-25.81478359,put,0.06963717,-0.00913523,0.00110553,0.05969279
1.66988882,33.40292993,122.8037205,0.19021212,0.04979378,call,92.06590922,1,0,-1.53055212,put,0.00000002,0,0,-0.0000002
0.94688149,373.401712,191.7902635,0.80259858,0.09372489,call,25.56412287,0.36356088,0.00250608,-33.82952833,put,175.465418,-0.63643912,0.00250608,-1.80452542
0.03625381,16.93432258,289.8292713,0.16832202,0.02158592,call,272.9081959,1,0,-0.36525693,put,0,0,0,0
0.63418528,143.1852586,279.422688,0.96698402,0.00046785,call,151.9403339,0.89501321,0.00084499,-30.89074245,put,15.66042742,-0.10498679,0.00084499,-30.82377354
0.36633022,271.4497375,380.6221278,0.54202392,0.06851922,call,122.8879449,0.89812318,0.00142466,-45.32119845,put,6.98678816,-0.10187682,0.00142466,-27.18272386
1.59579468,153.1492051,190.1193916,0.38207756,0.01405966,call,56.37694814,0.76908358,0.00331642,-10.01287628,put,16.00891591,-0.23091642,0.00331642,-7.90742331
1.46388423,413.5056722,386.9098312,0.5761631,0.09940666,call,116.7816713,0.67793653,0.00132943,-47.49835956,put,87.37757091,-0.32206347,0.00132943,-11.95990934
0.97179212,410.126911,278.0861499,0.52277,0.03117917,call,24.23777727,0.33088626,0.00252974,-28.84491474,put,144.0382017,-0.66911374,0.00252974,-16.43914015
0.80981161,374.2112262,378.8405687,0.83876385,0.06144794,call,119.8189705,0.67710384,0.00125531,-71.77388304,put,97.02412434,-0.32289616,0.00125531,-49.89560617
0.04509709,356.6670363,176.9132787,0.58490258,0.04935228,call,0.00000005,0.00000001,0,-0.00001845,put,178.9608264,-0.99999999,0,17.56318153
1.14190435,402.5986504,92.21565002,0.30866445,0.09138855,call,0.00021415,0.00003348,0.00000463,-0.00214014,put,270.4871502,-0.99996652,0.00000463,33.14472379
1.58332232,423.6804806,62.66904659,0.90068134,0.04911306,call,3.51751945,0.14662831,0.00323324,-5.42913187,put,332.8312018,-0.85337169,0.00323324,13.82234022
0.64559762,273.6111121,56.50475446,0.66244554,0.08506507,call,0.03874733,0.00474065,0.00045848,-0.34068258,put,202.5241336,-0.99525935,0.00045848,21.69033113
1.18662767,349.1316845,273.8266051,0.86861358,0.07558976,call,86.51559627,0.62214907,0.001467,-47.83371609,put,131.8680547,-0.37785093,0.001467,-23.70704826
0.06881494,475.4091724,39.64515009,0.63038019,0.05361342,call,0,0,0,0,put,434.0132775,-1,0,25.3944459
0.15629777,213.8813167,4.12060643,0.94168359,0.00845961,call,0,0,0,0,put,209.4780994,-1,0,1.80696153
0.25781264,285.7940622,376.0491877,0.93810003,0.07918176,call,120.9176215,0.80433308,0.00154243,-110.3517231,put,24.88742572,-0.19566692,0.00154243,-88.17932515
0.63699608,325.0593754,48.8735101,0.74623238,0.00982545,call,0.01483991,0.00203257,0.00022103,-0.14782692,put,274.1725847,-0.99796743,0.00022103,3.02610207
0.38327486,285.6488693,60.5464512,0.59810592,0.0836568,call,0.0002118,0.00004468,0.00000826,-0.00562578,put,216.0889902,-0.99995532,0.00000826,23.13679269
0.93790697,225.5935282,446.3492691,0.65285948,0.06990237,call,245.9802778,0.93307189,0.00045958,-31.43090884,put,10.90860873,-0.06692811,0.00045958,-16.66210317
1.96579591,246.3405053,93.95226458,0.27435662,0.04465719,call,0.21561827,0.01851966,0.00125497,-0.48498818,put,131.9004226,-0.98148034,0.00125497,9.59133004
0.29503166,255.9830327,81.47499832,0.25061935,0.02055804,call,0,0,0,0,put,172.9601268,-1,0,5.23068622
1.45707263,110.4921195,57.77864458,0.55657339,0.07525773,call,5.89028874,0.32065464,0.00922043,-5.71862186,put,47.12831425,-0.67934536,0.00922043,1.73314812
1.43377714,203.9779901,25.70391481,0.29115909,0.03102214,call,0.00000001,0.00000001,0.00000001,-0.00000016,put,169.4001846,-0.99999999,0.00000001,6.05254679
1.7769931,451.0751438,79.61720317,0.33496141,0.0885193,call,0.00393106,0.00046861,0.00004707,-0.0196937,put,305.8075417,-0.99953139,0.00004707,34.09748613
1.0046796,281.7860325,459.2198335,0.74779273,0.06462149,call,228.7104526,0.86713768,0.0006239,-47.73982572,put,33.56323838,-0.13286232,0.0006239,-30.67505893
0.19921295,108.5659841,6.60241888,0.06691303,0.0502412,call,0,0,0,0,put,100.8823807,-1,0,5.40016551
1.66466303,390.3846047,227.6053723,0.63691691,0.01524835,call,37.36888319,0.41497347,0.00208433,-22.77150169,put,190.3635517,-0.58502653,0.00208433,-16.96798078
